BRAHMS,COLLECTOR,NUMBER,SPECIES,COUNTRY,MAJORAREA,LOCNOTES,LLRES,QDS,LATDEC,LONGDEC,updatedProv,Check
16127,"Nelson, W.C.",404,Helichrysum setosum Harv.,South Africa,Transvaal,UMKOMATI RIVER,,,0,0,,
16141,"Breijer, H.G.",TRV 17599,Helichrysum aureolum Hilliard,South Africa,Transvaal,PIETERSBURG DIST.; FREE STATE MINE,,,0,0,Limpopo,y
16184,"Leendertz, R.",893,Helichrysum aureum (Houtt.) Merr. var. monocephalum (DC.) Hi,South Africa,Transvaal,EERSTELING,,,0,0,,
16196,"Acocks, J.P.H.",20916,Helichrysum aureum (Houtt.) Merr. var. monocephalum (DC.) Hi,South Africa,Transvaal,GROBLERSDAL DIST.; 28.5 MI. NE. BY E. OF TOWN,,,0,0,Limpopo,y
16270,Curator Pretoria Bot. Garden,356,Helichrysum aureum (Houtt.) Merr. var. monocephalum (DC.) Hi,South Africa,Transvaal,IVY RANGE; MOODIES,,,0,0,,
16279,"Davidson, L.E.",32934,Helichrysum aureum (Houtt.) Merr. var. monocephalum (DC.) Hi,South Africa,Transvaal,NORTH-EASTERN TRANVA; PILGRIMS REST DIST.; GODS WINDOW ROCK GROUPS G.S. RADIAL MI. EX P.R,,,0,0,Mpumalanga,y
16333,"Burke, J.",82,Helichrysum setosum Harv.,South Africa,Transvaal,VAAL RIVER,,,0,0,,
16506,"Codd, L.E.W.",10103,Cineraria lobata L'Her. subsp. lobata,South Africa,Transvaal,MIDDELBURG DIST.; LANGKLOOF 242 FARM 15MI. N. W. OF MIDDELBURG,,,0,0,,
16533,"Codd, L.E.W.",3978,Cineraria geifolia (L.) L.,South Africa,Transvaal,WATERBERG MTS.; WATERBERG DIST.; GROOTHOEK FARM 1246 W. EXTREMITY OF WATERBERG MT.,,,0,0,Limpopo,y
16702,"Hutchinson, J.",2701,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,BETW. PREMIER MINE AND ERASMUS,,,0,0,,
16712,"Meeuse, A.D.J.",9272,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,MAGALIESBERG; ELANDSFONTEIN; CASTLE GORGE (KASTEELPOORT) RUSTENBURG/ BRITS DIST.,,,0,0,North West,y
16714,"Burke, J.",151,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,MAGALIESBERG,,,0,0,North West,
16727,"Obermeyer, A.A.",TRV 31000,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,MAGALIESBERG; RUSTENBURG DIST.; JACKSONSTUIN,,,0,0,North West,y
16729,"Leendertz, R.",TRV 9679,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,RUSTENBURG,1/4dg,2527BA,-25.12166,27.62166,North West,
16736,"Nelson, W.C.",517,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,LIMPOPO SOURCES; JUKSKEI RIVER,,,0,0,,
16740,"Galpin, E.E.",11641,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,RUSTENBURG DIST.; THE KLOOF FARM,,,0,0,North West,y
16742,"Liebenberg, B.A.M.",143,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,RUSTENBURG DIST.; VLAKFONTEIN; 10 MI FROM KOSTER-KLIPVELD,,,0,0,North West,y
16743,"Nelson, W.C.",270,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,LIMPOPO SOURCES; BLAAUWBANK,,,0,0,,
16974,"Coetzee, B.J.",321,Dimorphotheca spectabilis Schltr.,South Africa,Transvaal,"UITKOMST 499 JQ, OOS VAN POORT NA KAFFERSKRAAL",1/4dg,2527DD,-25.87166,27.87166,,
16975,"Coetzee, B.J.",360,Dimorphotheca spectabilis Schltr.,South Africa,Transvaal,"UITKOMST 499 JQ, HELLING OOS VAN TARENTAALDRIF, N. VAN PAD.",1/4dg,2527DD,-25.87166,27.87166,,
16979,"Pole-Evans, I.B.",H13231,Dimorphotheca spectabilis Schltr.,South Africa,Transvaal,KAALFONTEIN,1/4dg,2828AC,-28.37166,28.12166,Free State,y
16981,"Pole-Evans, I.B.",H12914,Dimorphotheca spectabilis Schltr.,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
16991,"Pole-Evans, I.B.",H 12851,Dimorphotheca spectabilis Schltr.,South Africa,Transvaal,KAALFONTEIN; RIGHT SIDE OF STA.,,,0,0,,
16992,"Pole-Evans, I.B.",H12914,Dimorphotheca spectabilis Schltr.,South Africa,Transvaal,KAALFONTEIN; LEFT SIDE OF STA.,,,0,0,,
17477,"Pole-Evans, I.B.",6,Anthemis cotula L.,South Africa,Transvaal,PIET RETIEF DIST; VROEGEVELD; KIKUYU PASTURE,,,0,0,Mpumalanga,y
17742,Drege,711,Cineraria lyratiformis Cron,South Africa,Transvaal,NIEUWEVELD,,,0,0,,
17855,"Leistner, O.A.",666,Cineraria alchemilloides DC. subsp. alchemilloides,South Africa,Transvaal,MARICO DIST.; SEPHTON'S NEK; 3 MI. N. OF ZEERUST,,,0,0,North West,y
18152,"Sutton, J.D.",624,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,RUSTENBURG DIST.; CYFERBULT,,,0,0,North West,y
18161,"Codd, L.E.W.",8832,Monopsis decipiens (Sond.) Thulin,South Africa,Transvaal,HERMANUSDORINGS,,,0,0,,
18574,"Schlechter, F.R.R.",4735,Helichrysum epapposum Bolus,South Africa,Transvaal,MPONEBERG,,,0,0,,
18962,"MacNae, M.M.",J32719,Cineraria sp.,South Africa,Transvaal,MAGALIESBERG; NR. SUMMIT OF MAGALIESBERG,,,0,0,North West,y
19031,"Coetzee, B.J.",290,Cineraria sp.,South Africa,Transvaal,SKEERPOORT RIVER; UITKOMST 499 JQ,1/4dg,2527DD,-25.87166,27.87166,,
19272,"Flanagan, H.G.",1449,Lobelia sonderiana (Kuntze) Lammers,South Africa,Transvaal,HEBRON; VAAL RIVER,,,0,0,,
19363,"Lanham, F.M.",60,Lobelia oranjensis E.Wimm.,South Africa,Transvaal,RUSTENBURG DIST.; WATERFALL IN KLOOF,,,0,0,North West,y
19553,"Pegler, A.M.",1067,Osteospermum muricatum E.Mey. ex DC. subsp. muricatum,South Africa,Transvaal,RUSTENBURG DIST.; NR. TOWN,,,0,0,North West,y
19567,"Leendertz, R.",3775,Osteospermum muricatum E.Mey. ex DC. subsp. muricatum,South Africa,Transvaal,VEREENIGING,1/4dg,2627CB,-26.62166,27.37166,Gauteng,
19581,"Coetzee, B.J.",235,Osteospermum muricatum E.Mey. ex DC. subsp. muricatum,South Africa,Transvaal,UITKOMST 499 TO FARM; AANSLUITING TUSSEN APIESKLOOFPAD HOOF PLAASPAD,1/4dg,2527DD,-25.87166,27.87166,,
19582,"Coetzee, B.J.",536,Osteospermum muricatum E.Mey. ex DC. subsp. muricatum,South Africa,Transvaal,UITKOMST 499 TO FARM; TUSSEN APIESKLOOFPAD EN NJALABOS,1/4dg,2527DD,-25.87166,27.87166,,
20121,"Burtt Davy, J.",7511,Arctotis arctotoides (L.f.) O.Hoffm.,South Africa,Transvaal,VAAL RIVER,,,0,0,,
20399,Drege,5909,Senecio matricariifolius DC.,South Africa,Transvaal,ZWARTBERG,,,0,0,,
20521,"Schlechter, F.R.R.",4530,Ethulia conyzoides L.f. subsp. conyzoides,South Africa,Transvaal,LIMVORO RIVER; IN HUMIDIS,,,0,0,,
21364,"van Wyk, A.E.",139,Arctotis venusta Norl.,South Africa,Transvaal,WOLMARANSSTAD; LEEUWFONTEIN,,,0,0,North West,y
22464,Drege,6170,Arctotis microcephala (DC.) Beauverd [1],South Africa,Transvaal,KAROO,,,0,0,,
22471,"Story, R.",1711,Arctotis microcephala (DC.) Beauverd [1],South Africa,Transvaal,HEIDELBERG DIST.; 46 KM. FROM HEIDELBERG ON VILLIERS RD,,,0,0,,
22473,"Codd, L.E.W.",2435,Arctotis microcephala (DC.) Beauverd [1],South Africa,Transvaal,HEIDELBERG DIST.; 24 MI. SE. OF HEIDELBERG ON RD. TO VILLIERS,,,0,0,,
22595,"van O'Bruyn, O.",180,Arctotis venusta Norl.,South Africa,Transvaal,VEREENIGING DIST.; KAISER WILHELMSBERG; ON AN ISLAND,,,0,0,Gauteng,y
22644,"Phillips, J.F.V.",54,Arctotis sp.,South Africa,Transvaal,KLERKSDORP DIST.,,,0,0,North West,y
22689,"Van der Merwe, F.Z.",2724,Senecio erubescens Aiton var. erubescens,South Africa,Transvaal,LEBOMBO,,,0,0,,
22734,"Coetzee, B.J.",347,Senecio erubescens Aiton var. erubescens,South Africa,Transvaal,DUNNINGKAMP; UITKOMST 499JQ S. W. VAN DUNNINGKAMP,1/4dg,2527DD,-25.87166,27.87166,,
22895,"Schlechter, F.R.R.",4008(TRV12590),Dimorphotheca caulescens Harv.,South Africa,Transvaal,LORELEI COPPER MINE,,,0,0,,
22968,"Steyn, D.G.",PRE 44387,Dimorphotheca caulescens Harv.,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
22970,"Dyer, R.A.",PRE 44389,Dimorphotheca caulescens Harv.,South Africa,Transvaal,BET. DEVON & LESLIE,,,0,0,,
22971,"Bolus, H.",12043,Dimorphotheca caulescens Harv.,South Africa,Transvaal,WONDERFONTEIN STA.; NR. WONDERFONTEIN RAILWAY STA.,,,0,0,,
23084,"Schlechter, F.R.R.",TRV 3179,Stoebe vulgaris Levyns,South Africa,Transvaal,WATERBERG,,,0,0,Limpopo,
23094,"Nelson, W.C.",363,Stoebe vulgaris Levyns,South Africa,Transvaal,BOTSABELO DIST.; RHENOSTERPOORT RIVER; HIGHLANDS,,,0,0,,
23108,"Pegler, A.M.",1004,Stoebe vulgaris Levyns,South Africa,Transvaal,RUSTENBURG DIST.; NR. TOWN,,,0,0,North West,y
23123,"Phillips, J.F.V.",532,Stoebe vulgaris Levyns,South Africa,Transvaal,DRIEFONTEIN 105 N. OF KOPPIE OR E. OF FARM,,,0,0,,
23124,"Phillips, J.F.V.",321,Stoebe vulgaris Levyns,South Africa,Transvaal,KLERKSDORP DIST.; PLATBERG; ON TOP OF HILL,,,0,0,North West,y
23290,"Pole-Evans, I.B.",13529H,Haplocarpha scaposa Harv.,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
23368,"van Dam, G.",TRV 27151,Haplocarpha scaposa Harv.,South Africa,Transvaal,VENTERSKROON,,,0,0,,
23473,Drege,5934,Senecio variabilis Sch.Bip.,South Africa,Transvaal,KAT RIVER MTS.,,,0,0,,
23474,"Scheepers, J.C.",1012,Senecio variabilis Sch.Bip.,South Africa,Transvaal,FLORISBAD; EASTERN CAPE; PIESANGKOP,,,0,0,,
23532,"Marais, W.",1296,Senecio erubescens Aiton var. erubescens,South Africa,Transvaal,MAMALAPI,,,0,0,,
23728,"Coetzee, B.J.",93,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,UITKOMST 499 TO FARM; BOPUNT VAN MEES SUIDELIKE E-W KLOFIE,1/4dg,2527DD,-25.87166,27.87166,,
23729,"Coetzee, B.J.",115,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,UITKOMST 499 TO FARM; HEEL BOONSTE DEEL VAN MEES SUIDELIKE O-WKLOFIE,1/4dg,2527DD,-25.87166,27.87166,,
23775,"Burtt Davy, J.",430,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,BURGHERS PASS; TALUS AT FOOT OF PASS E. SLOPE,,,0,0,,
23776,"Burtt Davy, J.",10014,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,PRETORIA DIST.; DELMAS,1/4dg,2628BA,-26.12166,28.62166,Mpumalanga,y
23786,"Watt, J.M.",1693,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,LICHTENBURG DIST; BODENSTEIN,,,0,0,North West,y
23790,"Story, R.",L25,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,VEREENIGING DIST.; LEEUWKUIL PAST RES S,,,0,0,Gauteng,y
23793,"du Plessis, C.J.",568,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,MIDDELBURG; DOORNKOP 273 F.S. FARM,1dg,2529,-25.5,29.36666,,
23801,"Sidey, J.L.",1342,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,WATERBERG; WARMBATHS DIST.; 9 MI. DUE N. OF WARMBATHS,,,0,0,Limpopo,y
23808,"Story, R.",1380,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,RUSTENBURG DIST.; RAINHILL; ABOUT 7 MI. SW. OF RUSTENBURG,,,0,0,North West,y
23817,"van Vuuren, D.R.J.",309,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,MAGALIESBERG; BRITS DIST.; JACKSONSTUIN,,,0,0,North West,y
23819,"Pole-Evans, I.B.",PRE 12859,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,KAALFONTEIN; RIGHT SIDE OF STA.,,,0,0,,
23851,"Nelson, W.C.",239,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,MAKWASSIE SPRUIT,,,0,0,,
23854,"Munro, H.K.",PS 138,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,LICHTENBURG DIST; KORHAAN SIDING,,,0,0,North West,y
23865,"Acocks, J.P.H.",1749,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,25 MI. N. OF PRETORIA,,,0,0,Gauteng,y
23887,"Playford, L.L.",400,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,RUSTENBURG DIST.; TOWN LANDS,,,0,0,North West,y
23893,"Burtt Davy, J.",9113,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,HEIDELBERG DIST.; UITGEVALLEN 197 FARM,,,0,0,,
23929,"Barnard, W.G.",111,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,LYDENBURG DIST.; SEKUKUNILOCATION; SCHOONOORD FARM,,,0,0,Mpumalanga,y
23930,"Theron, J.J.",1147,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,POTCHEFSTROOM DIST.; KLIPDRIFT,,,0,0,North West,y
23953,"Turner, F.A.S.",18,Hilliardiella oligocephala (DC.) H.Rob.,South Africa,Transvaal,RUSTENBURG DIST.; CITRUS CANKER EXP ST; BUFFELSPOORT,,,0,0,North West,y
24292,"Gerstner, J.",6903,Stoebe vulgaris Levyns,South Africa,Transvaal,HENNOPS RIVER,1/4dg,2527DD,-25.87166,27.87166,,
24293,"Prosser, L.N.",1085,Stoebe vulgaris Levyns,South Africa,Transvaal,NEFDT; BETW. NEFDT AND SCHEERPOORT,,,0,0,,
24308,"Phillips, J.F.V.",1332,Stoebe vulgaris Levyns,South Africa,Transvaal,VEREENIGING DIST.; VAAL RIVER BARRAGE,,,0,0,Gauteng,y
24311,"Coetzee, B.J.",222,Stoebe vulgaris Levyns,South Africa,Transvaal,GLADYSVALE; UITKOMST 499 JQ PAD KRUIN GERIED,1/4dg,2527DD,-25.87166,27.87166,,
24700,Curator Pretoria Bot. Garden,357,Haplocarpha scaposa Harv.,South Africa,Transvaal,IVY RANGE; MOODIES,,,0,0,,
24702,"Sutton, J.D.",626,Haplocarpha scaposa Harv.,South Africa,Transvaal,RUSTENBURG DIST.; CYFERBULT,,,0,0,North West,y
24703,"Burke, J.",PRE 12756,Haplocarpha scaposa Harv.,South Africa,Transvaal,MAGALIESBERG,,,0,0,North West,
24707,"Rogers, F.A.",TRV 6398,Haplocarpha scaposa Harv.,South Africa,Transvaal,VLAKFONTEIN,,,0,0,,
24712,"Breijer, H.G.",TRV 27152,Haplocarpha scaposa Harv.,South Africa,Transvaal,MALMANIOOG,,,0,0,,
24921,"Schlechter, F.R.R.",3487(TRV13171),Senecio asperulus DC.,South Africa,Transvaal,WATERVAL,,,0,0,,
24926,"Acocks, J.P.H.",8643,Senecio asperulus DC.,South Africa,Transvaal,MIDDELBURG DIV; IN THE CARLTON HILLS BETWEEN CARLTON AND LUDLOW,,,0,0,,
24998,"Scheepers, J.C.",107,Senecio purpureus L.,South Africa,Transvaal,FLORISBAD; EASTERN CAPE; FAIRY GLEN,,,0,0,,
25001,"Scheepers, J.C.",375,Senecio purpureus L.,South Africa,Transvaal,FLORISBAD; EASTERN CAPE; MERENSKY DAM NEAR BOATHOUSE,,,0,0,,
25011,"Scheepers, J.C.",193,Senecio purpureus L.,South Africa,Transvaal,FLORISBAD; EASTERN CAPE; PINE PLANTATION WELTEVREDEN,,,0,0,,
25098,Drege,1312,Senecio barbatus DC.,South Africa,Transvaal,KAFFIRLAND,,,0,0,,
25193,"Codd, L.E.W.",2325,Hilliardiella hirsuta (DC.) H.Rob.,South Africa,Transvaal,HEIDELBERG DIST.; 2 MI. N. OF HEIDELBERG IN KLOOF,,,0,0,,
25198,"Ecklon, M.",1399,Hilliardiella aristata (DC.) H.Rob.,South Africa,Transvaal,CEDED TERRITORY,,,0,0,,
25218,"Coetzee, B.J.",338,Hilliardiella aristata (DC.) H.Rob.,South Africa,Transvaal,DUNNINGKAMP; UITKOMST 499 JQ. FARM GELYKTE S. VAN DUNNINGKAMP,1/4dg,2527DD,-25.87166,27.87166,,
25224,"Pole-Evans, I.B.",PRE 13530,Hilliardiella aristata (DC.) H.Rob.,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
25231,"Nelson, W.C.",264,Hilliardiella aristata (DC.) H.Rob.,South Africa,Transvaal,GOLD FIELDS; BLAAUWBANK; LIMPOPO SOURCES,,,0,0,,
25371,"Hutchinson, J.",2583,Hilliardiella pinifolia (Lam.) H.Rob.,South Africa,Transvaal,MAGALIESBERG; HORNS NEK,,,0,0,North West,y
25453,"Rogers, F.A.",TRV 4851,Hilliardiella aristata (DC.) H.Rob.,South Africa,Transvaal,ELANDSHOEK,,,0,0,,
25933,"Gerstner, J.",6104,Tripteris auriculata S.Moore,South Africa,Transvaal,HAPPY REST; IN BERG,,,0,0,,
26702,"Coetzee, B.J.",484,Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,TUSSEN BOSMAN KOPPIES EN APIESKLOOF TE UITKOMST 499 JO,1/4dg,2527DD,-25.87166,27.87166,,
26709,"Coetzee, B.J.",510,Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,GLADYSVALE PAD UITKOMST 499 JO,1/4dg,2527DD,-25.87166,27.87166,,
26835,"Scheepers, J.C.",1593,Senecio hieracioides DC.,South Africa,Transvaal,JOHANNESBURG DIST.; GREYLINGSTAD; 2 MI. S.S.W. OF GREYLINGSTAD ON RD. TO ROOIWAL AND LEEUWSPRUIT,1/4dg,2826DC,-28.87166,26.62166,Free State|Gauteng,y
26857,Drege,5135,Senecio discodregeanus Hilliard & B.L.Burtt,South Africa,Transvaal,BETWEEN OMSAMWUBO AND OMSAMCABO RIVERS,,,0,0,,
26874,Drege,2092,Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,STORMBERG,,,0,0,,
26875,"Leendertz, R.",886,Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,EERSTELING,,,0,0,,
26883,"Pole-Evans, I.B.",H16795,Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
26884,"Pole-Evans, I.B.",H12911,Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,KAALFONTEIN; LEFT SIDE OF STA.,,,0,0,,
27023,"Compton, R.H.",30064,Senecio helminthioides (Sch.Bip.) Hilliard,South Africa,Transvaal,STEGI DIST.; 14 MI. S. OF STEGI,,,0,0,,
27057,"van der Schijff, H.P.",3001,Senecio pleistocephalus S.Moore,South Africa,Transvaal,KRUGER NAT. PARK; MANUNGU; IN KOP,,,0,0,,
27062,"de Souza, B.J.L.",450,Senecio pleistocephalus S.Moore,South Africa,Transvaal,BROMMERS FARM,1dg,2531,-25.5,31.61666,,
27063,"Munro, H.K.",160,Senecio pleistocephalus S.Moore,South Africa,Transvaal,BANDELIERKOP DIST.; BANKOP RANCH,,,0,0,,
27067,"Louw, W.J.",297,Senecio pleistocephalus S.Moore,South Africa,Transvaal,NORTHERN MARICO DIST,,,0,0,North West,y
27217,"Pegler, A.M.",1044,Tripteris aghillana DC. var. aghillana,South Africa,Transvaal,MOAT BET.RUSTENBURG & PRETORIA,,,0,0,Gauteng,y
27235,"Murray, D.P.",PRE 44592,Tripteris aghillana DC. var. aghillana,South Africa,Transvaal,GEDULD,,,0,0,,
27265,Drege,85,Osteospermum calendulaceum L.f. [1],South Africa,Transvaal,SNEEUWBERG,,,0,0,,
27758,"Pole-Evans, I.B.",12842H,Gazania krebsiana Less. subsp. serrulata (DC.) Roessler,South Africa,Transvaal,KAALFONTEIN; RIGHT SIDE OF STA.,,,0,0,,
27766,"Galpin, E.E.",6544,Gazania krebsiana Less. subsp. serrulata (DC.) Roessler,South Africa,Transvaal,VENTERSTAD; PLAINS,,,0,0,Eastern Cape,y
27978,"Coetzee, B.J.",215,Gazania krebsiana Less. subsp. serrulata (DC.) Roessler,South Africa,Transvaal,UITKOMST 499 TO FARM; TUSSEN PICADILLY CIRCUS EN APIESKLOOF,1/4dg,2527DD,-25.87166,27.87166,,
27979,"Coetzee, B.J.",209,Gazania krebsiana Less. subsp. serrulata (DC.) Roessler,South Africa,Transvaal,TARENTAALSPRUIT; UITKOMST 499 JQ OP GRAFTE PICADILLY CIRCUSPAD,1/4dg,2527DD,-25.87166,27.87166,,
27998,"Pole-Evans, I.B.",13201H,Gazania krebsiana Less. subsp. serrulata (DC.) Roessler,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
28098,Drege,5848,Senecio affinis DC.,South Africa,Transvaal,WITTEBERG,,,0,0,,
28104,"Mogg, A.O.D.",PRE 44638,Senecio affinis DC.,South Africa,Transvaal,RIETVALLEI,,,0,0,,
28125,"Roberts, B.R.",2265,Senecio affinis DC.,South Africa,Transvaal,THABA NCHU MT.; THABA NCHU DIST.,,,0,0,Free State,y
28185,Liebenberg,S124,Senecio inornatus DC.,South Africa,Transvaal,GROOT MARICO DIST; SAMEKOMS,,,0,0,North West,y
28230,Drege,5151,Senecio inornatus DC.,South Africa,Transvaal,BETWEEN KEY AND BUFFELRIVIER,,,0,0,,
28249,"Coetzee, B.J.",64,Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,UITKOMST 499 J.Q,1/4dg,2527DD,-25.87166,27.87166,,
28284,"Pole-Evans, I.B.",H13521,Senecio lydenburgensis Hutch. & Burtt Davy,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
28291,"Schlechter, F.R.R.",3983,Senecio lydenburgensis Hutch. & Burtt Davy,South Africa,Transvaal,CROCODILE RIVER,,,0,0,,
28302,"Pole-Evans, I.B.",21,Senecio lydenburgensis Hutch. & Burtt Davy,South Africa,Transvaal,TIME BALL HILL; S. E. PORTION OF TIME BALL HILL,1/4dg,2527DC,-25.87166,27.62166,,
28317,"Pole-Evans, I.B.",H18915,Senecio lydenburgensis Hutch. & Burtt Davy,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
28318,"Mogg, A.O.D.",PRE 44631,Senecio lydenburgensis Hutch. & Burtt Davy,South Africa,Transvaal,RIET VALLEI,,,0,0,,
28649,"Marks, J.",PRE 44613,Senecio apiifolius (DC.) Benth. & Hook.f. ex O.Hoffm.,South Africa,Transvaal,RIETKUIL,,,0,0,,
28773,Curator Pretoria Bot. Garden,340,Senecio macroglossoides Hilliard,South Africa,Transvaal,MOODIES; IVY RANGE,,,0,0,,
29114,"Rogers, F.A.",TRV 2588,Senecio pterophorus DC.,South Africa,Transvaal,ELANDSHOEK,,,0,0,,
29150,"De Winter, B.",5147,Senecio microglossus DC.,South Africa,Transvaal,BETW. KEY AND BAROKE RIVER,,,0,0,,
29252,"Junod, H.A.",651,Senecio pterophorus DC.,South Africa,Transvaal,SHILOUVANE; CHAMPS DU SANATORIUM,,,0,0,,
29381,"Breijer, H.G.",TRV 17565,Hirpicium bechuanense (S.Moore) Roessler,South Africa,Transvaal,VYGEBOOMSPRUIT; SHOKOLLE'S KRAAL,,,0,0,,
29515,"Smuts, J.C.",4039,Hirpicium bechuanense (S.Moore) Roessler,South Africa,Transvaal,NORTHERN TRANSVAAL,,,0,0,,
29534,"Acocks, J.P.H.",1526,Hirpicium bechuanense (S.Moore) Roessler,South Africa,Transvaal,BETW. MALATI AND MALOPENE,,,0,0,,
29737,Drege,5851,Senecio striatifolius DC.,South Africa,Transvaal,WITTEBERG,,,0,0,,
29742,"Coetzee, B.J.",V 810,Senecio striatifolius DC.,South Africa,Transvaal,UITKOMST 499 TO FARM,1/4dg,2527DD,-25.87166,27.87166,,
29793,Drege,5133,Senecio digitalifolius DC.,South Africa,Transvaal,BETWEEN OMTATA AND OMSIMVUBO,,,0,0,,
29867,Drege,3727,Senecio caudatus DC.,South Africa,Transvaal,KAT RIVER MTS.,,,0,0,,
29904,"Munro, H.K.",PT 9,Senecio lygodes Hiern,South Africa,Transvaal,SHEWASANLU DIST.,,,0,0,,
29946,"Van der Merwe, F.Z.",2726,Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,LEBOMBO,,,0,0,,
29953,"Burtt Davy, J.",9025(TRV10466),Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,ZANDSPRUIT,,,0,0,,
29955,"Nelson, W.C.",48,Senecio coronatus (Thunb.) Harv.,South Africa,Transvaal,MAKWASSIE SPRUIT,,,0,0,,
30021,"Hutchinson, J.",2642,Senecio barbertonicus Klatt,South Africa,Transvaal,SWERWERSKRAAL; MATALA HILLS; NR. SWERWERSKRAAL,,,0,0,,
30037,"Mogg, A.O.D.",801,Senecio barbertonicus Klatt,South Africa,Transvaal,MAGNET HEIGHTS,,,0,0,,
30074,"Repton, J.E.",5950,Senecio evelynae Muschl.,South Africa,Transvaal,BURGERSFORT DIST.; BALKOSHOEK FARM,,,0,0,,
30147,"van der Schijff, H.P.",3977,Senecio venosus Harv.,South Africa,Transvaal,KRUGER NAT. PARK; LEBOMBO MTS.; KROKODILBRUG AFDELING GELYKTE TUSSEN TWEE REEKSE RANTE,,,0,0,,
30155,"Codd, L.E.W.",4812,Senecio venosus Harv.,South Africa,Transvaal,WATERBERG DIST.; KRANTZBERG; GROOTHOEK FARM,,,0,0,Limpopo,y
30164,"Steyn, D.G.",OP 9171,Senecio venosus Harv.,South Africa,Transvaal,ZEBEDIELA; MODDERFONTEIN,,,0,0,Limpopo,y
30221,"Leendertz, R.",TRV 5078,Senecio sp.,South Africa,Transvaal,RIETFONTEIN,,,0,0,,
30282,"Coetzee, B.J.",759,Senecio albanensis DC. var. doroniciflorus (DC.) Harv.,South Africa,Transvaal,UITKOMST 499 TO FARM; DIEPKLOOFSTROOM NABY SWEMDAM UITKOMST 499 JQ FARM,1/4dg,2527DD,-25.87166,27.87166,,
30307,Smit,OP 858,Senecio venosus Harv.,South Africa,Transvaal,LOUWSBURG DIST.,,,0,0,,
30445,"Rogers, F.A.",23411,Chrysanthemoides monilifera (L.) Norl. subsp. septentrionali,South Africa,Transvaal,BETW. PILGRIMS REST & SABIE,,,0,0,Mpumalanga,y
30446,"Gerstner, J.",6112,Chrysanthemoides monilifera (L.) Norl. subsp. septentrionali,South Africa,Transvaal,HAPPY REST; ON BERG,,,0,0,,
31077,"Goldblatt, P.",1886,Hirpicium sp.,South Africa,Transvaal,30 KM. S. OF KALKRAND,,,0,0,,
31317,"Renny, A.T.",78,Kleinia fulgens Hook.f.,South Africa,Transvaal,HARMONY BLOCK DIST.; STILWATER,,,0,0,,
31337,"Dieperink, A.",120,Kleinia galpinii Hook.f.,South Africa,Transvaal,CAROLINA DIST.; STEYNSDORP,,,0,0,Mpumalanga,y
